MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,543143020,,,,543143020,543143020,1nx6-20' Jasper Sq Edge - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543143020,,,"Trex, 1Nx6, 20' Jasper Sq Edge, Trex Transcend Lineage Decking, 543143020",1NX6-20' JASPER SQ EDGE - TREX,Trex 543143020 1Nx6-20' Jasper Sq Edge - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Jasper Sq Edge - Trex Transcend Lineage Decking, Part Number: 543143020",Trex 543143020 1Nx6-20' Jasper Sq Edge - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Jasper Sq Edge - Trex Transcend Lineage Decking, Part Number: 543143020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543141016,,,,543141016,543141016,1nx6-16' Rainier Sq Edge - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543141016,,,"Trex, 1Nx6, 16' Rainier Sq Edge, Trex Transcend Lineage Decking, 543141016",1NX6-16' RAINIER SQ EDGE - TREX,Trex 543141016 1Nx6-16' Rainier Sq Edge - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Rainier Sq Edge - Trex Transcend Lineage Decking, Part Number: 543141016",Trex 543141016 1Nx6-16' Rainier Sq Edge - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Rainier Sq Edge - Trex Transcend Lineage Decking, Part Number: 543141016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543141020,,,,543141020,543141020,1nx6-20' Rainier Sq Edge - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543141020,,,"Trex, 1Nx6, 20' Rainier Sq Edge, Trex Transcend Lineage Decking, 543141020",1NX6-20' RAINIER SQ EDGE - TREX,Trex 543141020 1Nx6-20' Rainier Sq Edge - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Rainier Sq Edge - Trex Transcend Lineage Decking, Part Number: 543141020",Trex 543141020 1Nx6-20' Rainier Sq Edge - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Rainier Sq Edge - Trex Transcend Lineage Decking, Part Number: 543141020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543140412,,,,543140412,543140412,1nx6-12' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543140412,,,"Trex, 1Nx6, 12' Biscayne Grooved, Trex Transcend Lineage Decking, 543140412",1NX6-12' BISCAYNE GROOVED - TREX,Trex 543140412 1Nx6-12' Biscayne Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Biscayne Grooved - Trex Transcend Lineage Decking, Part Number: 543140412",Trex 543140412 1Nx6-12' Biscayne Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Biscayne Grooved - Trex Transcend Lineage Decking, Part Number: 543140412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543140416,,,,543140416,543140416,1nx6-16' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543140416,,,"Trex, 1Nx6, 16' Biscayne Grooved, Trex Transcend Lineage Decking, 543140416",1NX6-16' BISCAYNE GROOVED - TREX,Trex 543140416 1Nx6-16' Biscayne Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Biscayne Grooved - Trex Transcend Lineage Decking, Part Number: 543140416",Trex 543140416 1Nx6-16' Biscayne Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Biscayne Grooved - Trex Transcend Lineage Decking, Part Number: 543140416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543140420,,,,543140420,543140420,1nx6-20' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543140420,,,"Trex, 1Nx6, 20' Biscayne Grooved, Trex Transcend Lineage Decking, 543140420",1NX6-20' BISCAYNE GROOVED - TREX,Trex 543140420 1Nx6-20' Biscayne Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Biscayne Grooved - Trex Transcend Lineage Decking, Part Number: 543140420",Trex 543140420 1Nx6-20' Biscayne Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Biscayne Grooved - Trex Transcend Lineage Decking, Part Number: 543140420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543142412,,,,543142412,543142412,1nx6-12' Carmel Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543142412,,,"Trex, 1Nx6, 12' Carmel Grooved, Trex Transcend Lineage Decking, 543142412",1NX6-12' CARMEL GROOVED - TREX,Trex 543142412 1Nx6-12' Carmel Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Carmel Grooved - Trex Transcend Lineage Decking, Part Number: 543142412",Trex 543142412 1Nx6-12' Carmel Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Carmel Grooved - Trex Transcend Lineage Decking, Part Number: 543142412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543142416,,,,543142416,543142416,1nx6-16' Carmel Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543142416,,,"Trex, 1Nx6, 16' Carmel Grooved, Trex Transcend Lineage Decking, 543142416",1NX6-16' CARMEL GROOVED - TREX,Trex 543142416 1Nx6-16' Carmel Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Carmel Grooved - Trex Transcend Lineage Decking, Part Number: 543142416",Trex 543142416 1Nx6-16' Carmel Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Carmel Grooved - Trex Transcend Lineage Decking, Part Number: 543142416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543142420,,,,543142420,543142420,1nx6-20' Carmel Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543142420,,,"Trex, 1Nx6, 20' Carmel Grooved, Trex Transcend Lineage Decking, 543142420",1NX6-20' CARMEL GROOVED - TREX,Trex 543142420 1Nx6-20' Carmel Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Carmel Grooved - Trex Transcend Lineage Decking, Part Number: 543142420",Trex 543142420 1Nx6-20' Carmel Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Carmel Grooved - Trex Transcend Lineage Decking, Part Number: 543142420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543144412,,,,543144412,543144412,1nx6-12' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543144412,,,"Trex, 1Nx6, 12' Island Mist Grooved, Trex Transcend Lineage Decking, 543144412",1NX6-12' ISLAND MIST GROOVED - TREX,Trex 543144412 1Nx6-12' Island Mist Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Island Mist Grooved - Trex Transcend Lineage Decking, Part Number: 543144412",Trex 543144412 1Nx6-12' Island Mist Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Island Mist Grooved - Trex Transcend Lineage Decking, Part Number: 543144412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543144416,,,,543144416,543144416,1nx6-16' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543144416,,,"Trex, 1Nx6, 16' Island Mist Grooved, Trex Transcend Lineage Decking, 543144416",1NX6-16' ISLAND MIST GROOVED - TREX,Trex 543144416 1Nx6-16' Island Mist Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Island Mist Grooved - Trex Transcend Lineage Decking, Part Number: 543144416",Trex 543144416 1Nx6-16' Island Mist Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Island Mist Grooved - Trex Transcend Lineage Decking, Part Number: 543144416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543144420,,,,543144420,543144420,1nx6-20' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543144420,,,"Trex, 1Nx6, 20' Island Mist Grooved, Trex Transcend Lineage Decking, 543144420",1NX6-20' ISLAND MIST GROOVED - TREX,Trex 543144420 1Nx6-20' Island Mist Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Island Mist Grooved - Trex Transcend Lineage Decking, Part Number: 543144420",Trex 543144420 1Nx6-20' Island Mist Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Island Mist Grooved - Trex Transcend Lineage Decking, Part Number: 543144420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543143412,,,,543143412,543143412,1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543143412,,,"Trex, 1Nx6, 12' Jasper Grooved, Trex Transcend Lineage Decking, 543143412",1NX6-12' JASPER GROOVED - TREX,Trex 543143412 1Nx6-12' Jasper Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking, Part Number: 543143412",Trex 543143412 1Nx6-12' Jasper Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking, Part Number: 543143412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543143416,,,,543143416,543143416,1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543143416,,,"Trex, 1Nx6, 16' Jasper Grooved, Trex Transcend Lineage Decking, 543143416",1NX6-16' JASPER GROOVED - TREX,Trex 543143416 1Nx6-16' Jasper Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking, Part Number: 543143416",Trex 543143416 1Nx6-16' Jasper Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking, Part Number: 543143416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543143420,,,,543143420,543143420,1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543143420,,,"Trex, 1Nx6, 20' Jasper Grooved, Trex Transcend Lineage Decking, 543143420",1NX6-20' JASPER GROOVED - TREX,Trex 543143420 1Nx6-20' Jasper Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking, Part Number: 543143420",Trex 543143420 1Nx6-20' Jasper Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking, Part Number: 543143420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543141412,,,,543141412,543141412,1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543141412,,,"Trex, 1Nx6, 12' Rainier Grooved, Trex Transcend Lineage Decking, 543141412",1NX6-12' RAINIER GROOVED - TREX,Trex 543141412 1Nx6-12' Rainier Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking, Part Number: 543141412",Trex 543141412 1Nx6-12' Rainier Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking, Part Number: 543141412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543141416,,,,543141416,543141416,1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543141416,,,"Trex, 1Nx6, 16' Rainier Grooved, Trex Transcend Lineage Decking, 543141416",1NX6-16' RAINIER GROOVED - TREX,Trex 543141416 1Nx6-16' Rainier Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking, Part Number: 543141416",Trex 543141416 1Nx6-16' Rainier Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking, Part Number: 543141416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543141420,,,,543141420,543141420,1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,TREX,,543141420,,,"Trex, 1Nx6, 20' Rainier Grooved, Trex Transcend Lineage Decking, 543141420",1NX6-20' RAINIER GROOVED - TREX,Trex 543141420 1Nx6-20' Rainier Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking, Part Number: 543141420",Trex 543141420 1Nx6-20' Rainier Grooved - Trex Transcend Lineage Decking,"TREX, 1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking, Part Number: 543141420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1513703,,,,1513703,1513703,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,TREX,,1513703,,,"Trex, 1Nx6, 16' Hatteras Sq Edge, Trex Transcend Lineage Decking, 1513703",1NX6-16' HATTERAS SQ EDGE - TREX,Trex 1513703 1Nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking, Part Number: 1513703",Trex 1513703 1Nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking,"TREX, 1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking, Part Number: 1513703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
